City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
276,seymchan,RU,62.8833,152.4333,70.12,65,50,3.71,scattered clouds
277,ribas do rio pardo,BR,-20.4431,-53.7592,75.65,52,98,2.75,overcast clouds
278,san patricio,US,28.017,-97.5169,94.17,46,63,16.78,broken clouds
279,okhotsk,RU,59.3833,143.3,55.45,83,100,9.78,overcast clouds
280,leshukonskoye,RU,64.8989,45.7622,58.89,87,100,4.21,overcast clouds
281,isangel,VU,-19.55,169.2667,80.11,72,5,4.99,clear sky
282,anadyr,RU,64.75,177.4833,46.9,52,40,22.37,scattered clouds
283,caranavi,BO,-15.8167,-67.55,65.21,83,98,1.1,light rain
284,salalah,OM,17.0151,54.0924,75.29,100,100,4.61,mist
285,balykshi,KZ,47.0667,51.8667,71.6,26,0,8.95,clear sky
286,sorland,NO,67.667,12.6934,52.59,82,76,8.14,broken clouds
287,quzhou,CN,28.9594,118.8686,77.81,82,70,1.95,broken clouds
288,goderich,CA,43.7501,-81.7165,82.72,69,100,10.36,overcast clouds
289,kaitangata,NZ,-46.2817,169.8464,40.91,60,81,12.24,broken clouds
290,avera,US,33.194,-82.5271,87.39,50,96,2.62,overcast clouds
291,torbay,CA,47.6666,-52.7314,72.54,87,48,17.36,scattered clouds
292,san quintin,MX,30.4833,-115.95,78.08,71,87,6.24,overcast clouds
293,kavaratti,IN,10.5669,72.642,80.49,83,99,23.89,overcast clouds
294,sloboda,RU,51.1421,40.3021,69.35,38,14,5.46,few clouds
295,la ronge,CA,55.1001,-105.2842,80.85,32,40,14.97,scattered clouds
296,riyadh,SA,24.6877,46.7219,96.94,21,1,7.78,clear sky
297,bethanien,NA,-26.502,17.1583,48.09,66,0,1.81,clear sky
298,mehamn,NO,71.0357,27.8492,49.95,87,75,11.5,light rain
299,stolbishche,RU,55.6468,49.216,71.64,64,0,0.0,clear sky
300,harper,LR,4.375,-7.7169,73.76,80,100,8.5,overcast clouds
301,zhoucun,CN,36.8167,117.8167,83.55,81,93,2.8,overcast clouds
302,rohnert park,US,38.3396,-122.7011,87.67,52,0,9.22,clear sky
303,komsomolskiy,UZ,40.4272,71.7189,79.23,25,6,2.98,clear sky
304,nizhneudinsk,RU,54.9076,99.0276,48.25,83,4,2.64,clear sky
305,qandala,SO,11.472,49.8728,89.47,49,97,10.74,overcast clouds
306,kalmunai,LK,7.4167,81.8167,79.03,70,94,4.32,overcast clouds
307,bushehr,IR,28.9684,50.8385,93.29,66,0,0.0,haze
308,klaksvik,FO,62.2266,-6.589,54.52,99,98,15.73,overcast clouds
309,patiya,BD,22.2931,91.9762,76.06,96,99,4.54,overcast clouds
310,nicoya,CR,10.1483,-85.452,79.09,83,100,4.47,overcast clouds
311,bafra,TR,41.5678,35.9069,75.81,86,2,6.22,clear sky
312,egvekinot,RU,66.3167,-179.1667,38.1,41,46,14.23,scattered clouds
313,birao,CF,10.2849,22.7882,71.65,97,91,4.7,light rain
314,kadirli,TR,37.3739,36.0961,79.02,78,96,3.56,overcast clouds
315,cherskiy,RU,68.75,161.3,44.2,60,94,1.92,overcast clouds
316,pasighat,IN,28.0667,95.3333,80.33,82,85,2.84,overcast clouds
317,coihaique,CL,-45.5752,-72.0662,39.15,75,100,4.61,overcast clouds
318,zheshart,RU,62.0731,49.5733,63.39,90,61,3.96,broken clouds
319,beira,MZ,-19.8436,34.8389,66.94,86,0,7.49,clear sky
320,fukue,JP,32.6881,128.8419,83.03,82,62,11.68,broken clouds
321,muros,ES,42.7762,-9.0603,69.67,93,45,2.21,scattered clouds
322,martapura,ID,-3.4167,114.85,73.49,88,63,0.0,broken clouds
323,padang,ID,-0.9492,100.3543,75.25,85,84,2.71,broken clouds
324,vila velha,BR,-20.3297,-40.2925,76.95,81,0,12.66,clear sky
325,sao luiz gonzaga,BR,-28.4083,-54.9608,56.34,86,100,11.1,overcast clouds
326,acapulco,MX,16.8634,-99.8901,85.82,74,75,9.22,broken clouds
327,bojnurd,IR,37.4747,57.329,75.15,60,75,11.5,light intensity shower rain
328,chilliwack,CA,49.1747,-121.9443,90.52,41,0,4.61,clear sky
329,blagoyevo,RU,63.3667,47.9167,59.72,95,78,4.97,broken clouds
330,olga,RU,43.7444,135.2892,72.34,100,100,5.26,moderate rain
331,bassar,TG,9.25,0.7833,72.54,81,28,3.31,scattered clouds
332,ryotsu,JP,38.0833,138.4333,81.61,82,91,6.98,overcast clouds
333,kokopo,PG,-4.352,152.2633,79.63,75,49,5.86,scattered clouds
334,bauchi,NG,10.5,10.0,72.9,91,100,4.05,light rain
335,roros,NO,62.5747,11.3842,40.84,93,51,0.0,broken clouds
336,muisne,EC,0.6,-80.0333,74.89,83,86,8.28,overcast clouds
337,port hawkesbury,CA,45.6169,-61.3485,87.91,72,20,8.05,few clouds
338,muroto,JP,33.2833,134.15,83.43,78,86,6.73,overcast clouds
339,khash,IR,28.2211,61.2158,81.21,17,0,3.42,clear sky
340,frederick,US,39.4668,-77.3997,92.17,66,75,12.66,broken clouds
341,panzhihua,CN,26.5851,101.7128,69.04,94,88,0.67,overcast clouds
342,dingle,PH,10.9995,122.6711,74.23,92,99,3.89,overcast clouds
343,flinders,AU,-34.5833,150.8552,53.19,71,23,8.01,few clouds
344,dwarka,IN,22.2394,68.9678,81.99,88,100,14.18,overcast clouds
345,rapar,IN,23.5667,70.6333,84.2,79,100,9.24,overcast clouds
346,puerto madryn,AR,-42.7692,-65.0385,43.88,75,100,10.11,overcast clouds
347,langarud,IR,37.197,50.1535,77.05,79,15,6.42,few clouds
348,yankton,US,42.8711,-97.3973,68.11,94,100,17.27,overcast clouds
349,phan thiet,VN,10.9333,108.1,76.62,81,100,9.89,overcast clouds
350,prince george,CA,53.9166,-122.753,80.26,41,20,11.5,few clouds
351,maun,BW,-19.9833,23.4167,57.16,58,0,2.3,clear sky
352,kidal,ML,18.4411,1.4078,93.07,30,42,11.3,scattered clouds
353,longyearbyen,SJ,78.2186,15.6401,46.24,93,75,10.36,broken clouds
354,hovd,MN,48.0056,91.6419,61.99,38,0,5.35,clear sky
355,chumikan,RU,54.7183,135.315,52.48,96,100,22.7,light rain
356,itapolis,BR,-21.5956,-48.8128,76.3,41,100,10.04,light rain
357,ashington,GB,50.9331,-0.3909,66.43,75,4,1.9,clear sky
358,nainpur,IN,22.4333,80.1167,76.08,91,100,3.83,overcast clouds
359,chuy,UY,-33.6971,-53.4616,47.68,86,11,7.49,few clouds
360,sobolevo,RU,54.4299,31.8996,52.65,96,3,6.53,clear sky
361,san francisco,US,37.7749,-122.4194,84.76,70,20,21.85,few clouds
362,businga,CD,3.3333,20.8833,70.65,99,97,2.46,overcast clouds
363,skibbereen,IE,51.55,-9.2667,58.1,85,0,3.18,clear sky
364,russell,US,32.3502,-85.1999,91.96,70,0,13.8,clear sky
365,makakilo city,US,21.3469,-158.0858,86.32,50,0,13.8,clear sky
366,lata,PT,40.1629,-8.3327,60.13,92,0,1.41,clear sky
367,harboore,DK,56.6175,8.1807,58.17,91,51,9.37,broken clouds
368,edea,CM,3.8,10.1333,72.16,99,89,1.54,overcast clouds
369,mulhouse,FR,47.6667,7.4167,70.34,81,0,3.44,clear sky
370,clarence town,AU,-32.5833,151.7833,55.85,92,90,4.85,overcast clouds
371,liku,ID,-0.7275,119.8922,73.87,94,100,1.63,overcast clouds
372,santa cruz de la palma,ES,28.6835,-17.7642,73.54,78,75,12.66,broken clouds
373,muzhi,RU,65.3667,64.6667,68.34,64,0,6.85,clear sky
374,san pedro,PH,14.35,121.0167,76.32,94,100,4.61,moderate rain
375,severo-kurilsk,RU,50.6789,156.125,57.69,88,22,6.49,few clouds
376,montreal,CA,45.5088,-73.5878,82.31,81,100,12.66,overcast clouds
377,bilma,NE,18.6853,12.9164,94.51,29,23,9.22,few clouds
378,te anau,NZ,-45.4167,167.7167,34.72,87,20,7.05,few clouds
379,ponta delgada,PT,37.7333,-25.6667,72.32,88,40,3.44,scattered clouds
380,nishihara,JP,26.1842,127.7558,83.48,84,20,4.61,few clouds
381,bustamante,MX,26.5333,-100.5,98.94,21,6,18.97,clear sky
382,puri,IN,19.8,85.85,81.12,84,72,5.46,broken clouds
383,litovko,RU,49.2361,135.1742,67.84,97,98,4.43,overcast clouds
384,cayenne,GF,4.9333,-52.3333,83.08,4,0,5.75,clear sky
385,hobyo,SO,5.3505,48.5268,75.18,84,1,26.69,clear sky
386,vestmannaeyjar,IS,63.4427,-20.2734,51.8,85,95,19.17,overcast clouds
387,batalha,BR,-9.6778,-37.1247,69.75,92,66,6.26,broken clouds
388,koungou,YT,-12.7336,45.2042,69.51,94,0,1.14,clear sky
389,ahipara,NZ,-35.1667,173.1667,58.24,85,12,7.67,few clouds
390,otradnoye,RU,59.7775,30.8181,59.05,80,12,4.29,few clouds
391,sakakah,SA,29.9697,40.2064,99.97,21,75,7.78,broken clouds
392,zhob,PK,31.3411,69.4481,79.65,64,22,4.88,few clouds
393,nanga eboko,CM,4.6833,12.3667,68.52,98,100,5.79,overcast clouds
394,christchurch,NZ,-43.5333,172.6333,42.91,78,75,4.61,broken clouds
395,iquique,CL,-20.2208,-70.1431,59.04,79,28,2.04,scattered clouds
396,karad,IN,17.2833,74.2,71.74,96,100,7.56,overcast clouds
397,katsuura,JP,35.1333,140.3,81.79,84,5,13.71,clear sky
398,langenburg,DE,49.2544,9.8458,62.92,47,7,1.14,clear sky
399,palmer,US,42.1584,-72.3287,88.92,63,75,13.8,broken clouds
400,canatlan,MX,24.5167,-104.7833,78.3,30,100,14.05,overcast clouds
401,faya,SA,18.3851,42.4509,66.31,77,55,2.59,broken clouds
402,ust-omchug,RU,61.15,149.6333,62.89,55,3,4.0,clear sky
403,tuatapere,NZ,-46.1333,167.6833,37.69,77,26,10.47,scattered clouds
404,mtimbira,TZ,-8.7833,36.35,66.94,52,57,2.84,broken clouds
405,shamkhal,RU,43.0596,47.3373,77.02,66,100,4.23,overcast clouds
406,banjar,ID,-8.19,114.9675,74.25,90,10,4.14,clear sky
407,marsa matruh,EG,31.3525,27.2453,78.93,75,0,9.31,clear sky
408,labuan,MY,5.2767,115.2417,79.16,94,20,2.3,few clouds
409,quatre cocos,MU,-20.2078,57.7625,66.31,77,18,7.54,few clouds
410,suntar,RU,62.1444,117.6319,52.23,82,75,2.89,broken clouds
411,miri,MY,4.4148,114.0089,77.14,88,20,4.61,few clouds
412,shimoda,JP,34.6667,138.95,86.11,82,33,8.81,scattered clouds
413,jibuti,DJ,11.5,42.5,84.34,52,89,5.12,overcast clouds
414,panubigan,PH,7.4281,123.3466,75.11,88,100,5.03,overcast clouds
415,ushtobe,KZ,45.2514,77.9838,71.78,37,90,7.58,overcast clouds
416,tuxpan,MX,19.55,-103.4,73.17,73,91,3.24,overcast clouds
417,asau,RO,46.4333,26.4,63.52,91,0,4.21,clear sky
418,bonnyville,CA,54.2668,-110.735,80.4,47,1,13.02,clear sky
419,victoria,HK,22.2855,114.1577,83.97,89,86,5.01,overcast clouds
420,pak phanang,TH,8.3511,100.202,79.41,79,100,6.13,overcast clouds
421,edeia,BR,-17.3383,-49.9314,82.83,21,39,2.77,scattered clouds
422,sioux lookout,CA,50.1001,-91.917,69.87,46,75,4.61,broken clouds
423,inhambane,MZ,-23.865,35.3833,69.22,83,29,10.65,scattered clouds
424,laguna,US,38.421,-121.4238,96.35,33,0,9.22,clear sky
425,bilibino,RU,68.0546,166.4372,42.82,55,10,3.31,clear sky
426,iqaluit,CA,63.7506,-68.5145,44.33,87,40,5.75,scattered clouds
427,ibra,OM,22.6906,58.5334,86.97,50,21,2.28,few clouds
428,nhulunbuy,AU,-12.2333,136.7667,79.41,69,19,11.5,few clouds
429,zhangye,CN,38.9342,100.4517,72.16,46,3,4.45,clear sky
430,elat,IL,29.5581,34.9482,94.84,36,0,12.66,clear sky
431,sidi ali,DZ,36.0998,0.4206,75.47,74,0,3.4,clear sky
432,inverness,GB,57.4791,-4.224,60.98,82,95,1.01,overcast clouds
433,paamiut,GL,61.994,-49.6678,43.3,88,3,18.92,clear sky
434,san marcos,US,33.1434,-117.1661,100.89,49,0,11.5,clear sky
435,yabelo,ET,4.8833,38.0833,62.19,59,100,9.08,overcast clouds
436,shingu,JP,33.7333,135.9833,81.12,84,55,3.74,broken clouds
437,karratha,AU,-20.7377,116.8463,63.07,49,0,8.03,light rain
438,valparaiso,CL,-33.0393,-71.6273,55.63,92,20,5.75,few clouds
439,kamaishi,JP,39.2667,141.8833,77.67,85,98,7.54,overcast clouds
440,manaus,BR,-3.1019,-60.025,88.3,62,20,6.91,few clouds
441,kerewan,GM,13.4898,-16.0888,76.82,93,100,10.09,light rain
442,port-cartier,CA,50.0334,-66.8654,67.75,53,99,11.52,overcast clouds
443,kuandian,CN,40.7286,124.7847,74.66,96,96,0.45,overcast clouds
444,izhevsk,RU,56.85,53.2333,62.13,91,89,0.6,overcast clouds
445,valleyview,CA,55.0667,-117.2859,75.24,41,33,16.11,scattered clouds
446,mulchen,CL,-37.7167,-72.2333,49.86,97,91,2.53,overcast clouds
447,aktau,KZ,43.65,51.2,79.38,29,100,12.8,overcast clouds
448,varadero,CU,23.1536,-81.2514,86.76,78,67,19.26,broken clouds
449,porto velho,BR,-8.7619,-63.9039,87.85,55,20,5.75,few clouds
450,pombas,CV,17.1503,-25.0201,78.58,93,73,12.26,broken clouds
451,kenora,CA,49.8167,-94.4337,67.17,48,75,6.91,broken clouds
452,kloulklubed,PW,7.0419,134.2556,81.99,77,100,13.96,overcast clouds
453,brandenburg,DE,52.4167,12.55,65.91,53,7,6.04,clear sky
454,port macquarie,AU,-31.4333,152.9167,56.89,75,37,13.02,scattered clouds
455,wanxian,CN,30.8039,108.3897,81.27,85,100,1.43,overcast clouds
456,batemans bay,AU,-35.7167,150.1833,50.09,85,15,4.94,few clouds
457,rusape,ZW,-18.5278,32.1284,51.66,38,0,3.4,clear sky
458,ellisras,ZA,-23.6649,27.7443,61.9,36,17,4.0,few clouds
459,port lincoln,AU,-34.7333,135.8667,47.26,76,1,6.89,clear sky
460,ammon,US,43.4696,-111.9666,81.82,29,0,4.61,clear sky
461,moyale,KE,3.5167,39.0584,69.22,54,100,16.2,overcast clouds
462,pecos,US,31.4229,-103.4932,96.89,24,75,12.66,broken clouds
463,rosarito,MX,32.3333,-117.0333,90.66,63,76,7.02,broken clouds
464,diego de almagro,CL,-26.3667,-70.05,64.18,22,8,6.42,clear sky
465,vyartsilya,RU,62.1764,30.693,50.61,100,40,4.41,scattered clouds
466,roma,US,43.2128,-75.4557,89.67,63,0,6.91,clear sky
467,kamenka,RU,51.3223,42.7678,67.42,48,12,7.63,few clouds
468,tumpat,MY,6.1978,102.171,78.78,94,20,3.44,few clouds
469,mnogovershinnyy,RU,53.9353,139.9242,58.89,98,100,3.58,overcast clouds
470,mount darwin,ZW,-16.7725,31.5838,55.45,49,0,2.64,clear sky
471,dauriya,RU,49.9333,116.8667,51.4,69,6,14.09,clear sky
472,namangan,UZ,40.9983,71.6726,72.3,46,37,7.18,scattered clouds
473,rutul,RU,41.5357,47.4239,62.06,95,98,3.51,moderate rain
474,starosubkhangulovo,RU,53.1031,57.4423,61.21,88,62,1.81,broken clouds
475,dalnerechensk,RU,45.9339,133.7225,71.46,96,94,7.99,light rain
476,kolondieba,ML,11.0882,-6.8926,75.51,83,21,4.54,few clouds
477,cienfuegos,CU,22.1461,-80.4356,77.14,94,93,2.3,heavy intensity rain
478,ayios nikolaos,GR,38.4167,23.65,84.31,53,0,10.22,clear sky
479,snasa,NO,64.2457,12.3778,44.65,88,0,1.21,clear sky
480,chino valley,US,34.7575,-112.4538,92.14,42,40,12.66,scattered clouds
481,trat,TH,12.5,102.5,80.82,99,100,4.36,heavy intensity rain
482,bawku,GH,11.0616,-0.2417,79.47,67,31,7.43,scattered clouds
483,cairns,AU,-16.9167,145.7667,76.06,81,75,6.91,broken clouds
484,taoudenni,ML,22.6783,-3.9836,102.99,9,1,9.82,clear sky
485,along,IN,28.1667,94.7667,76.15,95,58,1.68,broken clouds
486,sept-iles,CA,50.2001,-66.3821,68.05,51,75,14.97,broken clouds
487,yumen,CN,40.2833,97.2,70.34,49,87,7.54,light rain
488,aksha,RU,50.2814,113.2867,48.24,79,3,6.51,clear sky
489,aykhal,RU,66.0,111.5,43.83,98,100,5.61,light rain
490,assiniboia,CA,49.6334,-105.9845,82.22,23,29,12.66,scattered clouds
491,fort nelson,CA,58.8053,-122.7002,69.39,56,75,6.91,shower rain
492,bukachacha,RU,52.9833,116.9167,47.73,81,45,2.77,scattered clouds
493,zhigansk,RU,66.7697,123.3711,50.59,90,73,16.15,broken clouds
494,maamba,ZM,-17.3667,27.15,62.35,34,0,3.78,clear sky
495,san juan,AR,-31.5375,-68.5364,42.46,80,100,12.68,overcast clouds
496,satipo,PE,-11.2522,-74.6386,74.84,95,36,0.69,scattered clouds
497,sao felix do xingu,BR,-6.6447,-51.995,85.46,43,86,1.36,overcast clouds
498,tumut,AU,-35.3,148.2167,42.17,90,43,2.06,scattered clouds
499,sabha,LY,27.0377,14.4283,86.02,19,0,12.03,clear sky
500,port hardy,CA,50.6996,-127.4199,64.58,77,20,5.75,fog
501,buraydah,SA,26.326,43.975,99.05,17,33,9.93,scattered clouds
502,kropachevo,RU,55.0112,57.9896,60.19,86,99,1.57,overcast clouds
503,tanout,NE,14.9709,8.8879,89.26,46,100,11.34,overcast clouds
504,aswan,EG,24.0934,32.907,93.7,20,3,14.81,clear sky
505,rancho palos verdes,US,33.7445,-118.387,100.94,67,20,18.41,few clouds
506,qasigiannguit,GL,68.8193,-51.1922,46.65,93,99,0.4,overcast clouds
507,livingston,GB,55.9029,-3.5226,59.22,87,0,9.22,clear sky
508,dalbandin,PK,28.8947,64.4101,91.56,13,0,1.14,clear sky
509,clyde river,CA,70.4692,-68.5914,43.03,81,75,2.3,broken clouds
510,adre,TD,13.4667,22.2,66.22,93,100,3.51,heavy intensity rain
511,batagay-alyta,RU,67.8006,130.4114,55.65,81,45,5.08,scattered clouds
512,stolin,BY,51.8912,26.846,54.43,78,0,6.17,clear sky
513,bar harbor,US,44.3876,-68.2039,85.93,72,0,11.5,clear sky
514,berlevag,NO,70.8578,29.0864,50.0,81,75,13.8,light rain
515,benghazi,LY,32.1167,20.0667,81.55,75,0,9.4,clear sky
516,ulaangom,MN,49.9811,92.0667,60.71,53,96,2.91,overcast clouds
517,maymyo,MM,22.0333,96.4667,66.65,97,100,0.96,overcast clouds
518,manhattan,US,40.7834,-73.9662,94.95,55,0,20.71,clear sky
519,yining,CN,29.0361,114.5636,77.95,82,68,2.66,broken clouds
520,ayr,GB,55.4627,-4.6339,56.32,94,75,2.3,broken clouds
521,carutapera,BR,-1.195,-46.02,77.38,86,78,7.16,broken clouds
522,tuy hoa,VN,13.0833,109.3,75.2,88,100,16.6,moderate rain
523,baft,IR,29.234,56.6057,72.7,27,0,3.69,clear sky
524,mizdah,LY,31.4451,12.9801,76.32,43,0,9.53,clear sky
525,namatanai,PG,-3.6667,152.4333,80.69,77,89,6.87,overcast clouds
526,archidona,ES,37.0965,-4.3887,72.41,48,0,1.7,clear sky
527,kyenjojo,UG,0.6328,30.6214,65.23,71,82,0.36,broken clouds
528,gappal,PH,16.8394,121.8206,74.19,95,100,5.44,overcast clouds
529,chalus,IR,36.655,51.4204,78.26,78,75,0.0,broken clouds
530,lishui,CN,28.4604,119.9103,74.62,98,37,2.55,scattered clouds
531,iskateley,RU,67.6803,53.1512,58.48,89,94,8.55,overcast clouds
532,dunedin,NZ,-45.8742,170.5036,42.8,52,85,8.01,overcast clouds
533,taminango,CO,1.5749,-77.2867,76.21,43,40,10.36,light rain
534,astoria,US,46.1879,-123.8313,96.71,42,0,10.36,clear sky
535,sindos,GR,40.6704,22.8055,87.04,54,99,1.01,overcast clouds
536,folldal,NO,62.1325,9.9968,49.19,75,88,2.3,overcast clouds
537,sechura,PE,-5.5569,-80.8222,71.83,60,9,17.96,clear sky
538,cangzhou,CN,38.3167,116.8667,80.85,91,77,10.67,broken clouds
539,itoman,JP,26.1247,127.6694,84.22,82,20,4.61,few clouds
540,mumford,GH,5.2618,-0.759,73.42,84,9,11.81,clear sky
541,soe,ID,-9.8607,124.284,61.83,90,15,4.27,few clouds
542,piranshahr,IR,36.701,45.1413,72.82,35,0,6.11,clear sky
543,comodoro rivadavia,AR,-45.8667,-67.5,40.86,81,100,9.22,light intensity drizzle rain
544,porto murtinho,BR,-21.6989,-57.8825,71.06,87,100,8.19,overcast clouds
545,gimli,CA,50.6336,-96.9907,70.84,48,53,5.21,broken clouds
546,gushi,CN,34.6425,109.5843,85.42,57,100,2.73,overcast clouds
547,fare,PF,-16.7,-151.0167,76.89,70,77,24.54,broken clouds
548,gao,ML,16.6362,1.637,92.12,32,93,4.34,light rain
549,fairfield,US,41.2668,-73.3162,89.83,67,0,18.41,clear sky
550,limbang,MY,4.75,115.0,77.11,87,81,2.19,broken clouds
551,korla,CN,41.7597,86.1469,81.63,28,7,0.94,clear sky
552,esna,EG,25.2934,32.554,87.82,21,13,14.03,few clouds
553,itigi,TZ,-5.7,34.4833,62.02,47,16,7.92,few clouds
554,hay river,CA,60.8156,-115.7999,62.58,72,75,10.36,broken clouds
